"Timestamp","GODIŠTE","POL","NAJVIŠI OSTVARENI NIVO KVALIFIKACIJE","GODINA UPISA","GODINA UPISA NA OSNOVNE STUDIJE","GODINA DIPLOMIRANJA","GODINA UPISA NA MASTER STUDIJE","GODINA DIPLOMIRANJA","GODINA UPISA NA DOKTORSKE STUDIJE","GODINA DIPLOMIRANJA","PROSEČNA OCENA TOKOM OSNOVNIH STUDIJA","PROCENJENI NIVO AKTUELNOG POZNAVANJA NEMAČKOG JEZIKA","POZNAVANJE DRUGIH JEZIKA (upisati jezik i procenjeni nivo znanja)","DA LI STE SE STRUČNO USAVRŠAVALI NAKON STUDIJA (U ZEMLJI ILI INOSTRANSTVU) I NA KOJI NAČIN","STEPEN STRUČNE SPREME OCA","STEPEN STRUČNE SPREME MAJKE","RAZLOZI ZA IZBOR STUDIJA GERMANISTIKE (moguć višestruki izbor)","UKOLIKO STE ODABRALI DRUGO, NAVEDITE ŠTA TAČNO","RAZLOZI ZA STUDIJE GERMANISTIKE UPRAVO U BEOGRADU","KOJI JE VAŠ TRENUTNI RADNI STATUS","VRSTA POSLA","NAPISATI PRIBLIŽNO VRSTU POSLA","NAPISATI PRIBLIŽNO KOJI POSAO","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo u pogledu sadržaja i vrste poslovnih aktivnosti]","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo u pogledu mogućnosti napredovanja u struci]","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo u pogledu mogućnosti stručnog usavršavanja]","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo primanjima]","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo radnom atmosferom i međuljudskim odnosima]","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo mogućnošću učenja od starijih kolega i razmene iskustava]","OCENITE STEPEN ZADOVOLJSTVA SVOJIM TRENUTNIM POSLOM /RADNIM MESTOM [Zadovoljstvo količinom slobodnog vremena za nesmetan privatni život]","OCENITE STEPEN ZNAČAJA KOJI PRIDAJETE RADU U STRUCI","OCENITE GENERALNI STEPEN ZADOVOLJSTVA SVOJIM STUDIJAMA","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Sadržaji su bili adekvatno birani]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Sadržaji su bili adekvatno obrađivani]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Sadržaji su se pokazali relevantnim za moj poziv]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Mogućnost kombinovanja izbornih predmeta je omogućila individualno filološko profilisanje]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Profesori/lektori su bili stručni]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Profesori/lektori su dobro prenosili znanja]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Profesori/lektori su primenjivali adekvatne nastavne metode i tehnike]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Nastavni sadržaji različitih predmeta su bili međusobno usklađeni]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Opšti prostorni uslovi rada su bili dobri]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Radna atmosfera je bila podsticajna]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Ritam rada je odgovarao sposobnostima studenata]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Procenjeno radno opterećenje (broj kredita po predmetu) odgovaralo je činjeničnom stanju]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Odnosi među studentima su bili pozitivni]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Biblioteka je pružala dobre mogućnosti za rad]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Biblioteka je opremljena relevantnom literaturom za nastavu i ispite]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Na studijama su se ponavljali sadržaji (iz prethodnog školovanja, sa prethodnih godina studija)]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Na ispitima su se zahtevala samo ona znanja/oni sadržaji koji su prethodno bili predmet nastave]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Ocenjivanje na ispitu je bilo realno i objektivno]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su omogućavale individualni izbor sadržaja, prema ličnim potrebama i interesovanjima]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Na studijama su dominirali teorijski sadržaji]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su omogućavale dovoljan udeo praktičnih predmeta/sadržaja]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije adekvatno priremaju za budući poziv]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Stečeno znanje nemačkog jezika je dovoljno za izabrani poziv]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su omogućavale slobodnu razmenu mišljenja]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su doprinele razvijanju radnih navika]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su omogućile sticanje interdisciplinarnih znanja]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su obuhvatale adekvatan fond časova na nedeljnom/godišnjem nivou]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Studije su omogućile ili podsticale na učenje drugih stranih jezika]","OCENITE STEPEN ZADOVOLJSTVA POJEDINAČNIM ASPEKTIMA SVOJIH STUDIJA [Odnos broja studenata i broja predavača  je bio adekvatan]","OCENITE STEPEN POVEZANOSTI STUDIJSKIH SADRŽAJA I VAŠEG POSLA [Na svom radnom mestu primenjujem sadržaje naučene na studijama]","OCENITE STEPEN POVEZANOSTI STUDIJSKIH SADRŽAJA I VAŠEG POSLA [Na radnom mestu primenjujem kompetencije i principe rada usvojene na studijama (soft skills)]","OCENITE STEPEN POVEZANOSTI STUDIJSKIH SADRŽAJA I VAŠEG POSLA [Na radnom mestu dosta učim od starijih i iskusnijih kolega]","OCENITE STEPEN POVEZANOSTI STUDIJSKIH SADRŽAJA I VAŠEG POSLA [Na radnom mestu sam prepušten(a) samom/samoj sebi, ne dobijam pomoć kolega]","DA LI POSTOJE SADRŽAJI KOJI SU VAM NEDOSTAJALI NA STUDIJAMA, S OBZIROM NA POSAO KOJI DANAS OBAVLJATE","- u oblasti savremenog nemačkog jezika ","- u oblasti književnosti ","- u oblasti prevođenja ","- u oblasti didaktike/metodike nastave nemačkog jezika ","- u drugim filološkim oblastima ","- u drugim nefilološkim oblastima ","- u pogledu drugih veština i znanja potrebnih za svakodnevno obavljanje posla (npr. rad na računaru, informacione tehnologije, korespondencija, organizacija rada, timski rad...) ","DA LI POSTOJE SADRŽAJI KOJI SU VAM NA STUDIJAMA BILI SUVIŠNI, S OBZIROM NA POSAO KOJI DANAS OBAVLJATE","NAVEDITE SADRŽAJE KOJI SU VAM NA STUDIJAMA BILI SUVIŠNI, S OBZIROM NA POSAO KOJI DANAS OBAVLJATE","KOJE PROMENE BI TREBALO SPROVESTI NA STUDIJAMA GERMANISTIKE","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Ciljevi učenja su bili transparentni]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavanja i vežbe su bili dobro strukturisani]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Sadržaji su motivisali na učenje]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su umeli da motivišu na rad i učenje]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su bili obučeni da umešno prenose i najkomplikovanije sadržaje]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su uspostavljali prijatnu atmosferu]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su koristili adekvatne nastavne tehnike i metode]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su bili osposobljeni za korišćenje savremenih sredstava rada i medija]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su podsticali na samostalan rad]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su ekonomično koristili raspoloživo nastavno vreme]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su bili upućeni u savremene tokove svoje struke]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su referisali o sopstvenim istraživanjima i rezultatima]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su upućivali na sopstvene publikacije i naučne radove]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Na nastavi je korišćen interesantan materijal]","PROCENITE KVALITET PREDAVANJA/PREDAVAČA [Predavači su bili upućeni u korišćenje novih medija (internet, smart phones, aplikacije, platforme)]","DA LI BI KATEDRA ZA GERMANISTIKU TREBALO DA PRUŽA MOGUĆNOSTI ZA USAVRŠAVANJE I NAKON ZAVRŠENIH STUDIJA","Dajte kratak opis","Navedite mogućnosti za stručno usavršavanje koje biste rado koristili na svojoj katedri","DA LI SMATRATE POTREBNIM UVOĐENJE ALUMNI MREŽE ILI NEKOG DRUGOG VIDA KONTAKTA IZMEĐU BIVŠIH STUDENATA",""
"2018/06/06 2:22:47 PM GMT+2","1994","Ž","osnovne studije","","2013","2017","","","","","između 8 i 9","C1","engleski - B2; ruski - B1; holandski - A1","Nisam ","fakultetska diploma","fakultetska diploma","interesovanje za strani jezik;interesovanje za književnost;interesovanje za književno-prevodilački poziv","","visok ugled institucije;privlačnost (atraktivnost) glavnog grada;blizina porodice/prijatelja","rad u struci","nastava","","","2","1","1","1","3","3","3","4","2","4","2","2","3","3","2","2","2","1","2","3","2","4","4","3","4","1","1","1","5","1","1","4","2","2","3","3","2","1","3","3","4","1","Ne","","","","","","","","Da","Izborni predmeti su bili poptuno nepotrebni s obzirom da su se izučavale neke sasvim drugačije stvari. To isto važi za neke glavne predmete na katedri. ","Drugačije sprovesti nastavu sa mogućim digitalnim medijima i da se predaju stvari koje će značiti u kasnijim godinama posla","3","2","3","3","2","1","2","1","4","2","2","3","2","1","2","Da","Trebalo bi da posle studija postoji profili gde bi ljudi mogli da se usavršavaju i takođe da ti profili odgovaraju budućem zanimanju, a ne da se izučavaju nepotrebne stvari ","","Da",""
"2018/06/06 2:23:08 PM GMT+2","1984","Ž","master studije","","","","2008","2006","","","između 8 i 9","C1","Francuski c1,engleski b3","Da, stipendija DAAD","magistratura","fakultetska diploma","interesovanje za strani jezik;interesovanje za nastavnički poziv;intersovanje za konsekutivno ili simultano prevođenje;dobro poznavanje stranog jezika","","visok ugled institucije;specifičan obrazovni profil","rad u struci","nastava","","","4","5","5","5","4","4","4","5","4","3","3","3","3","4","4","4","4","2","2","3","4","4","3","3","3","2","3","3","5","3","3","3","3","4","3","3","4","3","3","2","3","2","Da","","Dela savremene knjizevnosti","Praksa u oblasti simultanig i kons.prev.","","","menadžement;pravo","","Ne","","Vise prakticne primene","3","3","3","3","4","4","4","4","3","4","4","2","2","3","2","Da","Zajednicki rad na publikacijama,projektima,seminarima","","Da",""
"2018/06/06 2:26:05 PM GMT+2","1990","Ž","osnovne studije","","2009","2017","","","","","između 7 i 8","C1","svedski A2, turski A2","Ne","fakultetska diploma","diploma više škole","interesovanje za strani jezik;interesovanje za nastavnički poziv;inspiracija na koju su uticali srednjoškolski nastavnici;deficitarnost zanimanja, dobri izgledi za nalaženje posla","","visok ugled institucije","rad u struci","nastava","","","5","4","4","4","5","4","5","4","3","2","3","3","4","4","4","3","3","3","2","3","3","4","3","3","4","4","3","4","3","3","3","4","4","3","3","3","4","3","3","3","3","2","Ne","","","","","","","","Da","Mnogo knjizevnosti","Vise lektorkih vezbi","4","3","3","3","4","4","3","3","3","4","4","3","4","3","3","Da","/","","Ne znam",""
"2018/06/06 2:27:21 PM GMT+2","1994","Ž","osnovne studije","","2013","2018","","","","","između 7 i 8","B1","engleski - A2","Ne","diploma više škole","gimanzija (matura)","dobro poznavanje stranog jezika","","blizina porodice/prijatelja","rad u struci","nastava","","","5","5","5","3","5","5","5","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","5","5","1","Ne","","","","","","","","Da","Preopsirno ucenje knjizevnosti, umesto ucenja dela i prepoznavanja stvari koje zaista treba da znamo i uoptrebimo vezanih za Nemacku kulturu i knjizevnost","Promene u smislu dostupnosti i ljubaznosti svih profesora i lektora na katedri! ","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Ne","","Ne pruza dovoljno mogucnosti na osnovnim studijama sto automatski aplicira na to da ne treba ici na dalje usavrsavanje vezano za nemacki jezik. ","Ne znam",""
"2018/06/06 2:36:13 PM GMT+2","1991","Ž","master studije","","","","2014","2015","","","između 9 i 10","C2","slovenački - a1, japanski - a2, španski - a2, francuski - b2, engleski - c2","ne","srednja stručna škola","srednja stručna škola","interesovanje za strani jezik;interesovanje za stručno-prevodilački poziv;crtaći na nemačkom","nemačka televizija","visok ugled institucije","rad u struci","prevođenje","","","5","1","2","5","1","1","1","5","3","2","2","2","1","3","3","3","1","1","1","1","1","3","2","5","5","1","1","1","5","1","1","3","1","1","1","1","3","3","3","1","1","5","Da","stručni izrazi","hvala bogu nemam kontakt s književnošću više","korišćenje CAT alata, standardi u prevođenju","više prakse","više poznavanja kulture","menadžement;pravo;administrativno poslovanje","osnovno poznavanje rada na računaru","Da","većina izbornih predmeta, koji su služili samo da se popuni broj bodova","kompletnu reorganizaciju i modernizaciju nastave","1","3","1","3","3","1","1","1","5","1","3","1","1","1","1","Da","Kako je bilo, moglo je biti i gore.","","Ne znam",""
"2018/06/06 2:49:44 PM GMT+2","1976","Ž","master studije","","","","2000","2002","","","između 7 i 8","C1","engleski C1","radinice u organizaciji Ministasrtva prosvete","srednja stručna škola","srednja stručna škola","interesovanje za strani jezik;interesovanje za nastavnički poziv;interesovanje za književno-prevodilački poziv;inspiracija na koju su uticali srednjoškolski nastavnici;uverenje da ću stići široko opšte obrazovanje;inspiracija na koju je uticala nastavnica nemačkog jezika u OŠ- Gordana Bokić","","blizina porodice/prijatelja","rad izvan struke, u kojem se zahteva/koristi nemački jezik","","Menadžerski i prevodilački posao ","","4","3","4","5","5","4","5","4","2","1","2","2","1","3","3","2","2","1","1","1","1","2","3","3","3","3","1","1","1","2","2","3","1","2","2","2","3","1","3","2","3","4","Da","stručni tekstovi ","savremena nemačka književnost ","stručni tekstovi, novinski tekstovi.. ","","","opšta kultura, istorija, istorija umetnosti ","mi nismo tokom studija NIKAD koristili kompjuter, projektor, kabinu za prevodjenje...","Da","Sada zaista ne mogu da se setim","Studije treba prilagoditi savremenom trenutku i ubaciti ""Nebenfach"" kako bi ljudi koji neće raditi u struci mogli makar neki drugi predmet da predaju u školama (npr istoriju, istoriju umetnosti, versku nastavu..)","1","2","2","3","3","2","3","3","3","2","2","3","1","2","1","Da","seminari, konferencije, radionioce, knjizevne veceri..razgovor sa knjizevnicima koji dolaze na sajam knjiga....","","Da",""
"2018/06/06 3:01:10 PM GMT+2","1994","Ž","osnovne studije","","2013","2017","","","","","između 9 i 10","C1","Engleski C1, španski A1","Trenutno sam na master studijama i radim kao profesor u školi. ","srednja stručna škola","srednja stručna škola","interesovanje za strani jezik;interesovanje za maternji jezik;interesovanje za stručno-prevodilački poziv;intersovanje za konsekutivno ili simultano prevođenje;podsticaj/nagovor porodice, prijatelja, nastavnika;deficitarnost zanimanja, dobri izgledi za nalaženje posla","","visok ugled institucije","rad u struci","nastava","","","3","3","3","3","3","3","2","4","3","3","3","3","2","4","3","3","4","3","3","3","2","4","3","3","4","3","3","3","4","2","3","3","3","4","3","3","4","2","3","3","3","2","Da","Usmerenost na proširenje vokabulara, nedostajalo je da nam se daju smernice kako konkretno da usvojimo što veći broj reči i izraza i da ih aktivno koristimo, uglavnom je uspeh zavisio od sopstvenog angazmana. Praktični zadaci na nedeljnom nivou, koji bi studente naveli da redovno uče savremeni. Mnogo više pažnje smo posvećivali teorijskim predmetima, koji nam za posao i samo znanje jezika nisu toliko važni, savremeni je uvek padao u drugi plan, što je ogroman propust za studente. ","Nedostajao je opšti pregled književnost, koji sada mlađe kolege imaju na prvoj godini. ","Praksa u firmama i kontakt sa istim, više pismenog prevođenja. ","Nismo naučili kako da semantizujemo kompleksno gradivo sa B2 i C1 nivoa, mi to znamo, ali ne umemo uvek da objasnimo.","","menadžement","Sve navedeno bi bilo veoma korisno za studente, pre svega rad na računaru. ","Da","Ne bih izbacila ništa u potpunosti, ali bih redukovala sadržaje u gotovo svim oblastima (teorijski). Uvela bih praksu za treću i četvrtu godinu. ","Akcenat bi sa književnost trebalo da se prebaci na jezik, pre svega savremeni. Trebalo bi poraditi i na tome da nastava bude zanimljiva i da se prevaziđe strah u korišćenju stranog jezika na samom početku studija, što je za mnoge studente problem. ","3","3","3","3","3","3","3","3","3","4","4","1","1","3","3","Da","Saradnja sa firmama, institutima i drugim potencijalnim radnim mestima. Najveća je ponuda za rad u školama, pa mnogi rade to, iako bi _eleli nešto drugo. Studenti nisu dovoljno upućeni u mogućnosti koje im njihovo obrazovanje pruža. ","","Da",""
"2018/06/06 3:12:03 PM GMT+2","1993","M","master studije","","","","2012","2017","","","između 7 i 8","C2","Engleski c2, Turski A1, Japanski A1","Nisam. Nemački sam naučio preko tv-a jos sa 7 godina tako da. ","srednja stručna škola","bez kvalifikacije","dobro poznavanje stranog jezika","","Pa kao BG je BG.","rad u struci","prevođenje","","","5","2","2","5","4","1","1","1","1","1","2","1","1","3","1","2","1","2","1","1","1","4","3","3","1","1","2","3","4","1","1","2","3","3","2","2","1","1","1","1","2","1","Da","Vokabular, dijalekt i pravopis","kome treba knjizevnost. Ni danas ne znam osnovnu teoriju knjizevnosti.","nisam mogao da uzmem.","Nepotrebno i glupo. Treba praksa a ne knjiga. ","Geografija, popularna desavanja i tv, ","spoljna trgovina;administrativno poslovanje","Pa 90 posto ljudi ne zna da ostampa ili formatira fajl. Mislim blam. Treba informatika i koriscenje programa za editovanje i obradjivanje jezika","Da","Etika, estetika, knjizevnost, kulturna istorija, istorija jezika,  svi izborni jezici i uvodi u nešto...","Da se uvede biranje svoh obaveznih predmeta. Mislim da bi knjizevnost i kulturma istorija trebali da budu izborni, a obavezni samo gramatika i savremeni. Obavezno mora da bude didaktika i prevodjenje. A da i informatika. Onda neki predmet koji se bavi obukom za rad sa retardima i decom sa posebnim potrebama. Pod retardom mislim na mevaspitana govna. ","1","2","1","1","5","3","3","4","4","3","4","3","1","1","1","Da","Ne piše šta treba da pisem. Ali ovak. Ja sam znao nemacki od kad sam bio u osnovnoj. Upisao sam u bg i shatio da su prof neobrazovani i nemaju pojma da predaju. Ne odrzavaju kontakt ocima. Mucaju. Ne zavrsavaju recenice. Plase se. Pricaju sebi u bradu. Pricaju da je komp djavo. Ne rade maltene nusta za svoju platu. Katastrofa. ","","Da",""
"2018/06/06 3:12:55 PM GMT+2","1992","Ž","master studije","","","","2011","2016","","","između 8 i 9","B2","norveski a1","isla sam na kurs jezika u Becu preko jedne internacionalne skole","bez kvalifikacije","srednja stručna škola","interesovanje za strani jezik;interesovanje za književnost;interesovanje za književno-prevodilački poziv;podsticaj/nagovor porodice, prijatelja, nastavnika","","visok ugled institucije","rad u struci","nastava","","","3","1","1","4","4","2","3","3","3","2","2","3","1","3","3","3","2","2","3","3","5","2","2","4","5","5","3","2","3","1","1","3","2","5","1","5","1","1","1","1","2","3","Da","vise govornih vezbi","vise diskusija o delu, razvijanje kritickog misljenja","rad u programima za prevodjenje","odnos sa djacima, vise ideja za pripremu nastave, tacnije simulacija iste","","pravo;administrativno poslovanje","rad sa programima za prevodjenje","Da","izborni predmeti ","vise izbornih maticnih predmeta","2","2","3","3","2","2","3","3","3","2","2","3","3","2","2","Da","osnivanje drustva germanista gde bi se iznosila iskustva i predlozi ","","Da",""
"2018/06/06 3:13:27 PM GMT+2","1990","Ž","master studije","","","","2013","2014","","","između 8 i 9","C2","Španski - A2, turski - A1, švedski - A2, engleski - B2","Ne","diploma više škole","srednja stručna škola","interesovanje za strani jezik;inspiracija na koju su uticali srednjoškolski nastavnici","","visok ugled institucije;privlačnost (atraktivnost) glavnog grada","rad izvan struke, u kojem se zahteva/koristi nemački jezik","","menadžer projekta","","5","3","4","4","5","5","5","4","4","3","3","3","1","4","2","3","2","3","2","2","1","4","4","4","3","1","2","1","5","3","2","2","2","5","3","3","4","4","5","4","5","1","Da","Komunikacija","Ne koristim znanja iz književnosti","","","","bankarstvo;menadžement;pravo;logistika;administrativno poslovanje","","Da","Uvod u ekologiju, terenska lingvistika","Omogućiti više predmeta vezanih za struku, prevođenje trenutno dobro stoji, metodika takođe, treba književnost revidirati, sve je previše strpano odjednom. Savremeni jezik je odličan, ali bi trebalo napraviti promenu da studenti koji nisu živeli na nemačkom govornom području i kojima nemački nije maternji jezik imaju zaista dovoljno vremena da se samo tome posvete, a ne da se polažu neki dodatni predmeti da se popune bodovi iz ove ili one grupe predmeta. Previše vremena ode na kombinacije predmeta, gde se upisati itd. da bi se ispunila forma, a onda za sadržaj ne bude dovoljno vremena, a on je taj koji sutradan na poslu prvi zafali.","4","4","4","3","3","3","3","3","3","3","3","3","4","3","4","Da","Usavršavanje u vidu obuka, seminara, šta se gde novo dešava, posebno za prevodioce i profesore, ali i za druge oblasti, marketing, menadžment. ","","Da",""
"2018/06/06 3:24:23 PM GMT+2","1975","Ž","master studije","","","","2002","2003","","","između 7 i 8","B2","Spanski A1, Engleski A1","Kursevi online ","srednja stručna škola","srednja stručna škola","nepostojanje neke druge (bolje) ideje o mogućim studijama","","privlačnost (atraktivnost) glavnog grada","rad izvan struke u kojem se ne koristi nemački jezik","","","Marketing manager","4","4","4","3","4","3","3","3","2","3","3","1","1","5","3","2","3","3","2","3","4","4","4","4","2","3","5","1","3","1","3","2","2","2","2","3","1","4","1","2","1","1","Da","","Nista","Nista","Nista","Nista","bankarstvo;menadžement;spoljna trgovina;pravo;logistika;administrativno poslovanje","Sve nabrojano","Ne","","Sve promene. Da odgovara potrebama savremenih komunikacija, nastave i privrede. ","5","2","2","2","3","4","3","2","3","4","2","2","1","1","1","Da","Čega? ","","Ne znam",""
"2018/06/06 3:31:18 PM GMT+2","1994","Ž","osnovne studije","","2013","2017","","","","","između 9 i 10","C1","Francuski a2
Engleski b1","Da, kroz samostalno neformalno ucenje","srednja stručna škola","srednja stručna škola","interesovanje za strani jezik;interesovanje za stručno-prevodilački poziv;intersovanje za konsekutivno ili simultano prevođenje;dobro poznavanje stranog jezika;deficitarnost zanimanja, dobri izgledi za nalaženje posla;pretpostavka o sopstvenom talentu","","visok ugled institucije;privlačnost (atraktivnost) glavnog grada;blizina porodice/prijatelja","rad u struci","prevođenje","","","4","4","3","3","3","3","5","4","4","5","4","4","3","5","5","4","2","3","2","3","3","3","3","3","2","4","4","3","3","4","4","4","2","5","4","4","2","2","4","4","1","1","Da","Svakodnevni govor","Savremena knjizevnost","/","/","","bankarstvo;administrativno poslovanje","","Da","Preobina teorijska nastava knjizevnosti","Uvesti vise izbornih predmeta povezanih sa Nemackom (Landeskunde, Kultur, sprecijalni kursevi prevodjenja) ","4","4","3","2","3","3","3","3","3","4","3","1","1","4","3","Da","Studije treba orijentisati prema trzistu i prema novim tokovima, jer postoji mnogo vise mogucnosti od predavanja jezika u skoli, a studenti o postojanju mnogih zanimanja nisu nikada obavesteni. ","","Da",""
"2018/06/06 3:35:34 PM GMT+2","1994","M","osnovne studije","","2013","2017","","","","","između 7 i 8","C2","Engleski C2","Ne.","fakultetska diploma","diploma više škole","interesovanje za nastavnički poziv;intersovanje za konsekutivno ili simultano prevođenje;pretpostavka o sopstvenom talentu","","visok ugled institucije;specifičan obrazovni profil;privlačnost (atraktivnost) glavnog grada","rad u struci","nastava","","","5","5","3","5","5","5","4","5","3","2","1","3","3","2","2","2","3","1","2","3","3","3","1","1","1","1","2","2","2","1","5","5","4","1","1","1","2","3","3","3","3","1","Da","Vokabular","Profesor nije bio strucan.","","","","","","Da","Književnost.","Smeniti sve zaposlene i promeniti sistem predavanja.","2","1","1","2","1","1","1","2","3","1","3","1","3","1","1","Da","Čega?","","Da",""
"2018/06/06 3:36:39 PM GMT+2","1993","Ž","bez diplome","2012","","","","","","","između 7 i 8","C1","Norveški B1, engleski C1, španski B1","Da, različitim praksama","magistratura","srednja stručna škola","interesovanje za strani jezik;interesovanje za književnost;dobro poznavanje stranog jezika;uverenje da se filološke studije mogu upisati lakše od drugih;uverenje da ću stići široko opšte obrazovanje;pretpostavka o sopstvenom talentu","","Ostajanje u sredini u kojoj sam završila i prethodno obrazovanje","rad izvan struke, u kojem se zahteva/koristi nemački jezik","","Call centar","","5","5","5","3","4","4","2","3","2","1","1","1","4","3","1","1","1","1","1","1","1","5","4","3","3","3","2","1","3","2","2","1","2","1","1","4","3","3","2","1","3","1","Ne","","","","","","","","Da","Gomila izbornih predmeta","Poboljšati kvalitet nastave i odnos predavača prema studentima","1","1","1","2","1","1","1","1","2","1","1","1","1","2","2","Da","Ne razumem pitanje","","Ne znam",""
